#Source	#Target	#Weight
Afzalgunj.Bus.Stop	CBS.Bus.Stop	20
Afzalgunj.Bus.Stop	Charminar.Bus.Stop	2
Afzalgunj.Bus.Stop	LB.Nagar.Bus.Stop	1
Afzalgunj.Bus.Stop	Malakpet	1
Afzalgunj.Bus.Stop	Chaderghat.Bus.Stop	1
Afzalgunj.Bus.Stop	Womens.college.Bus.Stop	2
Afzalgunj.Bus.Stop	NGOs.Colony.Bus.Stop	1
Afzalgunj.Bus.Stop	East.Bahadurpura	21
Afzalgunj.Bus.Stop	Falaknuma	1
Afzalgunj.Bus.Stop	Kushaiguda	2
Afzalgunj.Bus.Stop	ECIL.Bus.Stop	1
Afzalgunj.Bus.Stop	Yapral.Bus.Stop	1
Afzalgunj.Bus.Stop	NFC(ECIL)	1
Afzalgunj.Bus.Stop	Gokhle.Nagar	1
Afzalgunj.Bus.Stop	Hema.Nagar	1
Afzalgunj.Bus.Stop	Rajiv.Gruhakalpa.Colony	1
Afzalgunj.Bus.Stop	Jummerat.Bazar	1
Afzalgunj.Bus.Stop	Nampally	4
Afzalgunj.Bus.Stop	Gandhi.Bhavan.Bus.Stop	2
Afzalgunj.Bus.Stop	Mozamjahi.Market	8
Afzalgunj.Bus.Stop	Shamshabad.Bus.Stop	2
Afzalgunj.Bus.Stop	Jeedimetla.Bus.Stop	1
Afzalgunj.Bus.Stop	Borabanda.Bus.Stop	1
Afzalgunj.Bus.Stop	Gayatri.Hills	1
Afzalgunj.Bus.Stop	YMCA(Secunderabad)	1
Afzalgunj.Bus.Stop	Darulshifa	1
Afzalgunj.Bus.Stop	City.Criminal.Court	2
Afzalgunj.Bus.Stop	Dabeerpura	1
Afzalgunj.Bus.Stop	Hayath.Nagar.Bus.Stop	1
Afzalgunj.Bus.Stop	Patancheru.Bus.Stop	1
Gowliguda	Afzalgunj.Bus.Stop	39
Gowliguda	Osmangunj	1
CBS.Bus.Stop	Gowliguda	37
CBS.Bus.Stop	Chaderghat.Bus.Stop	11
CBS.Bus.Stop	Ziaguda	1
CBS.Bus.Stop	Sanath.Nagar.Bus.Stop	1
CBS.Bus.Stop	Yousufguda.basti.Bus.Stop	1
CBS.Bus.Stop	Borabanda.Bus.Stop	1
CBS.Bus.Stop	Suraram	1
CBS.Bus.Stop	Gajularamaram	2
CBS.Bus.Stop	Kazipally	1
Putlibowli	CBS.Bus.Stop	39
Putlibowli	MGBS.Bus.Stop	2
Putlibowli	Chaderghat.Bus.Stop	4
Putlibowli	Victory.Play.ground	15
Koti.Bus.Stop	Afzalgunj.Bus.Stop	5
Koti.Bus.Stop	CBS.Bus.Stop	15
Koti.Bus.Stop	Putlibowli	65
Koti.Bus.Stop	Secunderabad.Junction	7
Koti.Bus.Stop	Charminar.Bus.Stop	4
Koti.Bus.Stop	MGBS.Bus.Stop	4
Koti.Bus.Stop	Medchal	1
Koti.Bus.Stop	Malakpet	1
Koti.Bus.Stop	Chaderghat.Bus.Stop	6
Koti.Bus.Stop	Womens.college.Bus.Stop	44
Koti.Bus.Stop	NGOs.Colony.Bus.Stop	2
Koti.Bus.Stop	Rajendra.Nagar.Bus.Depot.Bus.Stop	2
Koti.Bus.Stop	Lakdikapool.Bus.Stop	3
Koti.Bus.Stop	Mehdipatnam.Bus.Stop	4
Koti.Bus.Stop	Shankar.Mutt	1
Koti.Bus.Stop	Madhuban.colony	1
Koti.Bus.Stop	Kushaiguda	1
Koti.Bus.Stop	Acharya.N.G.Ranga.Agricultural.University	4
Koti.Bus.Stop	Puppalaguda	1
Koti.Bus.Stop	Golkonda.Bus.Stop	1
Koti.Bus.Stop	Tallagada	3
Koti.Bus.Stop	Ram.Nagar	1
Koti.Bus.Stop	GPO(Abids)	37
Koti.Bus.Stop	Shamshabad.Bus.Stop	1
Koti.Bus.Stop	Jeedimetla.Bus.Stop	1
Koti.Bus.Stop	Sultan.Bazar	10
Koti.Bus.Stop	Kondapur.Bus.Stop	3
Koti.Bus.Stop	Uppal.Bus.Stop	2
Koti.Bus.Stop	Jagadgiri.Gutta.Bus.Stop	1
Koti.Bus.Stop	Pragathi.Nagar.Bus.Stop	1
Koti.Bus.Stop	Lingampally.Bus.Stop	3
Koti.Bus.Stop	BHEL	1
Koti.Bus.Stop	Venkata.Reddy.Nagar.Bus.Stop	1
Koti.Bus.Stop	Ambedkar.Nagar(Chinthal.Basthi)	1
Koti.Bus.Stop	Amberpet.Bus.Station	4
Koti.Bus.Stop	Upparpally.X.Road	1
Koti.Bus.Stop	Himayat.Sagar.Road	1
Koti.Bus.Stop	Patel.Nagar(Amberpet)	1
Koti.Bus.Stop	Nanakramguda	1
Koti.Bus.Stop	Bldg.blocks	1
Koti.Bus.Stop	Patancheru.Bus.Stop	3
Koti.Bus.Stop	HMT.colony	1
Koti.Bus.Stop	Kazipally	1
Ram.Koti	Koti.Bus.Stop	15
Ram.Koti	Kachiguda.Bus.Stop	2
Ram.Koti	King.Koti	2
Badichowdi	Koti.Bus.Stop	16
Badichowdi	Ram.Koti	15
Badichowdi	Tourist	5
Madapati.Hanumantha.School	Ram.Koti	1
Madapati.Hanumantha.School	Badichowdi	23
Madapati.Hanumantha.School	Kachiguda.Bus.Stop	10
YMCA(Koti).Bus.Stop	Koti.Bus.Stop	4
YMCA(Koti).Bus.Stop	Badichowdi	1
YMCA(Koti).Bus.Stop	Madapati.Hanumantha.School	33
YMCA(Koti).Bus.Stop	Womens.college.Bus.Stop	2
YMCA(Koti).Bus.Stop	Kachiguda.Bus.Stop	14
YMCA(Koti).Bus.Stop	Mehdipatnam.Bus.Stop	1
Narayanguda	YMCA(Koti).Bus.Stop	31
Narayanguda	RTC.Cross.Rd	2
Narayanguda	Barkatpura	11
Narayanguda	Reddy.College	2
Narayanguda	Baghlingampally	9
Narayanguda	Basheerbagh	1
Chikkadpally	YMCA(Koti).Bus.Stop	3
Chikkadpally	Narayanguda	24
Chikkadpally	Raja.Delux	1
Chikkadpally	VST.Bus.Stop	1
RTC.Cross.Rd	Koti.Bus.Stop	2
RTC.Cross.Rd	Chikkadpally	19
RTC.Cross.Rd	Raja.Delux	9
RTC.Cross.Rd	Musheerabad.Bus.Stop	2
RTC.Cross.Rd	Shankar.Mutt	1
RTC.Cross.Rd	Ram.Nagar	1
RTC.Cross.Rd	Domalguda	1
RTC.Cross.Rd	Chikkadpally.	8
Golconda.X.Roads	RTC.Cross.Rd	22
Golconda.X.Roads	Musheerabad.Bus.Stop	1
Sapthagiri.Theater	Golconda.X.Roads	16
Raja.Delux	Golconda.X.Roads	7
Raja.Delux	Sapthagiri.Theater	16
Raja.Delux	Kavadiguda	3
Raja.Delux	P.and.T.Colony	1
Musheerabad.Bus.Stop	Raja.Delux	32
Musheerabad.Bus.Stop	Bhoiguda	13
Musheerabad.Bus.Stop	Kavadiguda	2
Jail.Garden	Musheerabad.Bus.Stop	17
Jail.Garden	Kurmaguda	3
Gandhi.Hospital	Musheerabad.Bus.Stop	8
Gandhi.Hospital	Jail.Garden	17
Gandhi.Hospital	Bhoiguda	1
Padmarao.Nagar	Gandhi.Hospital	16
Padmarao.Nagar	Secunderabad.Junction	13
Padmarao.Nagar	Skandagiri	2
Bhoiguda	Padmarao.Nagar	29
Secunderabad.Junction	Afzalgunj.Bus.Stop	4
Secunderabad.Junction	Bhoiguda	16
Secunderabad.Junction	patny	21
Secunderabad.Junction	Charminar.Bus.Stop	10
Secunderabad.Junction	Shenoy.Nursing.Home	1
Secunderabad.Junction	MGBS.Bus.Stop	1
Secunderabad.Junction	Paradise.Bus.Stop	1
Secunderabad.Junction	Medchal	7
Secunderabad.Junction	Dilsukhnagar.Bus.station	2
Secunderabad.Junction	Womens.college.Bus.Stop	1
Secunderabad.Junction	NGOs.Colony.Bus.Stop	4
Secunderabad.Junction	New.Maruthi.Nagar	1
Secunderabad.Junction	Safilguda.Bus.Stop	1
Secunderabad.Junction	MB.Darga	1
Secunderabad.Junction	Bolarum.Bus.Station	1
Secunderabad.Junction	Kushaiguda	2
Secunderabad.Junction	ECIL.Bus.Stop	16
Secunderabad.Junction	Sanikpuri.Bus.Stop	1
Secunderabad.Junction	A.S.Rao.Nagar.Bus.Stop	1
Secunderabad.Junction	Vampuguda	1
Secunderabad.Junction	Keesara.guta	2
Secunderabad.Junction	Rajiv.Gruhakalpa.Colony	2
Secunderabad.Junction	Ranigunj.Bus.Stop	1
Secunderabad.Junction	Bapu.Ghat	2
Secunderabad.Junction	GPRA.QTRS	1
Secunderabad.Junction	Kalimandir	1
Secunderabad.Junction	Ram.Nagar	2
Secunderabad.Junction	Gachibowli.Bus.Station	1
Secunderabad.Junction	Gangaputra.Colony.Bus.Stop	1
Secunderabad.Junction	Nampally	6
Secunderabad.Junction	Subhash.Nagar(Jeedimetla)	1
Secunderabad.Junction	Saroor.Nagar.Bus.Terminal	1
Secunderabad.Junction	I.S.Sadan.Complex	1
Secunderabad.Junction	Saidabad.Bus.Stop	2
Secunderabad.Junction	Suraram	1
Secunderabad.Junction	Kesav.Giri	1
Secunderabad.Junction	Qutubullapur	1
Secunderabad.Junction	Gayatri.Hills	1
Secunderabad.Junction	Uppal.Bus.Stop	2
Secunderabad.Junction	Jagadgiri.Gutta.Bus.Stop	3
Secunderabad.Junction	YMCA(Secunderabad)	1
Secunderabad.Junction	Cherlapally.Bus.Stop	1
Secunderabad.Junction	BHEL	1
Secunderabad.Junction	Balaji.Nagar.bus.stop(Balaji.Nagar)	1
Secunderabad.Junction	Durga.Estate	1
Secunderabad.Junction	Sai.Nagar(Bala.Nagar)	1
Secunderabad.Junction	Ahmed.Nagar	3
Secunderabad.Junction	Syed.Nagar	1
Secunderabad.Junction	Pahadi.Shareef	1
Secunderabad.Junction	Balapur	1
Secunderabad.Junction	Jayapuri.Colony	1
Secunderabad.Junction	Nadargul	1
Secunderabad.Junction	Nagarjuna.Sagar.Road	1
Secunderabad.Junction	BN.Reddy.Nagar.Bus.Stop	2
Secunderabad.Junction	Bhoiguda.	8
Secunderabad.Junction	New.Gayathri.Nagar.Colony.Bus.Stop	1
Secunderabad.Junction	Brahmanpally	1
Secunderabad.Junction	Patancheru.Bus.Stop	2
Secunderabad.Junction	HMT.colony	1
Secunderabad.Junction	Dabilpur	1
Secunderabad.Junction	Railapur	1
Secunderabad.Junction	Air.Force.Academy(Dundigal)	1
Secunderabad.Junction	Dundigal.Airbase	2
Secunderabad.Junction	Jinnaram	1
Secunderabad.Junction	Timmapally.Bus.Stop	1
Secunderabad.Junction	Ankireddipalli.Bus.Stop	1
Secunderabad.Junction	Bogaram.Bus.Stop	1
Secunderabad.Junction	Prajay.Sai.Gardens	1
Secunderabad.Junction	Bowrampet	1
JBS.Bus.Stop	Secunderabad.Junction	3
JBS.Bus.Stop	Womens.college.Bus.Stop	1
JBS.Bus.Stop	AOC.Gate	1
JBS.Bus.Stop	patny.	15
JBS.Bus.Stop	Hayath.Nagar.Bus.Stop	1
JBS.Bus.Stop	Patancheru.Bus.Stop	1
patny	JBS.Bus.Stop	40
patny	Sangeeth	7
patny	Clock.Tower	99
patny	Gymkhana.Grounds	4
patny	YMCA(Secunderabad)	5
patny	West.Marredpally	7
Osmania.Hospital(OGH)	Afzalgunj.Bus.Stop	60
Osmania.Hospital(OGH)	Puranapool.Bus.Stop	2
Osmania.Hospital(OGH)	City.College	1
Osmania.Hospital(OGH)	Pathar.Gatti	3
Osmania.Hospital(OGH)	High.Court(Post.Office)	6
Charminar.Bus.Stop	CBS.Bus.Stop	1
Charminar.Bus.Stop	Osmania.Hospital(OGH)	21
Charminar.Bus.Stop	Zoo.Park	2
Charminar.Bus.Stop	East.Bahadurpura	3
Charminar.Bus.Stop	Mehdipatnam.Bus.Stop	1
Charminar.Bus.Stop	Shah.ali.banda.New.Bus.Stop	7
Charminar.Bus.Stop	Moti.Darwaza	1
Charminar.Bus.Stop	Puppalaguda	1
Charminar.Bus.Stop	Shamshabad.Bus.Stop	1
Charminar.Bus.Stop	Sri.Ram.Nagar(Chintal)	1
Charminar.Bus.Stop	Yousufguda.basti.Bus.Stop	1
Charminar.Bus.Stop	Borabanda.Bus.Stop	1
Charminar.Bus.Stop	Karmika.Nagar	1
Charminar.Bus.Stop	Lab.Quarters.Main.Bus.Stop	1
Charminar.Bus.Stop	Kesav.Giri	1
Charminar.Bus.Stop	A.G.Colony	1
Charminar.Bus.Stop	Gayatri.Hills	1
Charminar.Bus.Stop	Khilwat	26
Charminar.Bus.Stop	Uppal.Bus.Stop	2
Charminar.Bus.Stop	Boduppal	1
Charminar.Bus.Stop	Ambedkar.Nagar(Chinthal.Basthi)	1
Charminar.Bus.Stop	Talab.Katta	1
Charminar.Bus.Stop	Moghalpura	3
Charminar.Bus.Stop	High.Court(Post.Office)	1
Charminar.Bus.Stop	Chandrayanagutta	1
Charminar.Bus.Stop	NTR.Nagar(L.B.Nagar)	1
Charminar.Bus.Stop	Hayath.Nagar.Bus.Stop	1
Charminar.Bus.Stop	Babika.Chasma(Charminar)	1
Charminar.Bus.Stop	Tukkuguda	2
Sangeeth	Secunderabad.Junction	52
Sangeeth	Paradise.Bus.Stop	1
Sangeeth	Clock.Tower	23
Sangeeth	ECIL.Bus.Stop	1
Sangeeth	Rajiv.Gruhakalpa.Colony	1
Sangeeth	Rail.Nilayam	24
Shenoy.Nursing.Home	patny	1
Shenoy.Nursing.Home	Sangeeth	7
Shenoy.Nursing.Home	Namala.Gundu	2
East.Marredpally	Shenoy.Nursing.Home	4
East.Marredpally	Adda.Gutta	1
East.Marredpally	Safilguda.Bus.Stop	1
Adda.Gutta	Shenoy.Nursing.Home	4
Tukaram.Gate	Secunderabad.Junction	2
Tukaram.Gate	Adda.Gutta	5
Tukaram.Gate	Mallikharjun.Nagar	2
MGBS.Bus.Stop	Afzalgunj.Bus.Stop	4
MGBS.Bus.Stop	Gowliguda	3
MGBS.Bus.Stop	CBS.Bus.Stop	4
MGBS.Bus.Stop	NGOs.Colony.Bus.Stop	1
MGBS.Bus.Stop	Kushaiguda	1
MGBS.Bus.Stop	Venkatapuram.Last.Bus.Stop	1
MGBS.Bus.Stop	Subhash.Nagar(Jeedimetla)	1
MGBS.Bus.Stop	KPHB.Colony.Bus.Stop	1
MGBS.Bus.Stop	Jayapuri.Colony	1
MGBS.Bus.Stop	Gajularamaram	1
MGBS.Bus.Stop	Tukkuguda	2
MGBS.Bus.Stop	Saibaba.Nagar(Jeedimetla)	1
Paradise.Bus.Stop	patny	72
Paradise.Bus.Stop	Kachiguda.Bus.Stop	1
Paradise.Bus.Stop	Prakash.Nagar.Bus.Stop	1
Paradise.Bus.Stop	Race.Course	1
Paradise.Bus.Stop	West.Marredpally	1
Paradise.Bus.Stop	patny.	6
Tadbund.Bus.Stop	Secunderabad.Junction	1
Tadbund.Bus.Stop	JBS.Bus.Stop	7
Tadbund.Bus.Stop	patny	1
Tadbund.Bus.Stop	Paradise.Bus.Stop	19
Tadbund.Bus.Stop	Gymkhana.Grounds	2
Tadbund.Bus.Stop	Balanagar.Bus.Stop	3
Tadbund.Bus.Stop	Ferozeguda	1
Chinnathokata	Padmarao.Nagar	1
Chinnathokata	Tadbund.Bus.Stop	35
Chinnathokata	Old.Bowenpally.Bus.Stop	1
New.Bowenpally.Bus.Stop	Chinnathokata	34
Old.Bowenpally.Bus.Stop	Secunderabad.Junction	3
Old.Bowenpally.Bus.Stop	Tadbund.Bus.Stop	2
Old.Bowenpally.Bus.Stop	New.Bowenpally.Bus.Stop	7
Old.Bowenpally.Bus.Stop	Ferozeguda	1
Old.Bowenpally.Bus.Stop	Sikh.Village.Rd	1
Old.Bowenpally.Bus.Stop	Hasmatpet	2
Military.Dairy.Farm	New.Bowenpally.Bus.Stop	10
Military.Dairy.Farm	Old.Bowenpally.Bus.Stop	5
Military.Dairy.Farm	Bank.Colony(Qutubullapur)	1
Suchitra.Bus.Stop	Secunderabad.Junction	2
Suchitra.Bus.Stop	Old.Bowenpally.Bus.Stop	4
Suchitra.Bus.Stop	Military.Dairy.Farm	14
Suchitra.Bus.Stop	ECIL.Bus.Stop	1
Suchitra.Bus.Stop	Jeedimetla.Bus.Stop	1
Suchitra.Bus.Stop	Subhash.Nagar(Jeedimetla)	1
Suchitra.Bus.Stop	Bank.Colony(Qutubullapur)	1
Kompally.Bus.Stop	Suchitra.Bus.Stop	16
Bommidala	Kompally.Bus.Stop	9
Bommidala	Shamirpet	1
Malla.Reddy.Engineering.College	Bommidala	10
Pochampally	Secunderabad.Junction	1
Pochampally	Kompally.Bus.Stop	2
Pochampally	Malla.Reddy.Engineering.College	7
Pochampally	Womens.college.Bus.Stop	1
Pochampally	ECIL.Bus.Stop	1
Pochampally	Ranigunj.Bus.Stop	1
Pochampally	Athwelli	3
Pochampally	Ramdaspally	1
Pochampally	Bibinagar	1
Kandlakoya	Pochampally	6
Kandlakoya	Medchal	1
CMR.College.of.Engineering.and.Technology	Kompally.Bus.Stop	1
CMR.College.of.Engineering.and.Technology	Pochampally	4
CMR.College.of.Engineering.and.Technology	Kandlakoya	6
CMR.College.of.Engineering.and.Technology	Athwelli	6
CMR.College.of.Engineering.and.Technology	Pudur	1
Medchal	Old.Bowenpally.Bus.Stop	1
Medchal	CMR.College.of.Engineering.and.Technology	18
Medchal	LB.Nagar.Bus.Stop	1
Medchal	ECIL.Bus.Stop	1
Medchal	Dabilpur	1
LB.Nagar.Bus.Stop	Secunderabad.Junction	1
LB.Nagar.Bus.Stop	Panama.Godown	16
LB.Nagar.Bus.Stop	Rajendra.Nagar.Bus.Depot.Bus.Stop	1
LB.Nagar.Bus.Stop	Saroor.Nagar.Bus.Terminal	1
LB.Nagar.Bus.Stop	Vanasthalipuram	4
LB.Nagar.Bus.Stop	FCI.Colony	1
LB.Nagar.Bus.Stop	Nadargul	1
LB.Nagar.Bus.Stop	Karmanghat.Bus.Stop	2
LB.Nagar.Bus.Stop	Nagarjuna.Sagar.Road	4
LB.Nagar.Bus.Stop	Laxmiguda	1
LB.Nagar.Bus.Stop	Hastinapuram	1
LB.Nagar.Bus.Stop	Thorrur	1
Kothapet.Bus.Stop	Charminar.Bus.Stop	1
Kothapet.Bus.Stop	LB.Nagar.Bus.Stop	20
Kothapet.Bus.Stop	Dilsukhnagar.Bus.station	3
Kothapet.Bus.Stop	Saroor.Nagar.Bus.Terminal	2
Kothapet.Bus.Stop	Nagole.Bus.Stop	2
Kothapet.Bus.Stop	Mohan.Nagar	9
Chaitanyapuri	Kothapet.Bus.Stop	48
Chaitanyapuri	Maruthi.Nagar(Kothapet)	2
Chaitanyapuri	Ramakrishnapuram(Kothapet)	1
Chaitanyapuri	V.V.Nagar.bustop	1
Chaitanyapuri	Mosarambagh.	7
Dilsukhnagar.Bus.station	Koti.Bus.Stop	1
Dilsukhnagar.Bus.station	Charminar.Bus.Stop	2
Dilsukhnagar.Bus.station	MGBS.Bus.Stop	1
Dilsukhnagar.Bus.station	LB.Nagar.Bus.Stop	1
Dilsukhnagar.Bus.station	Chaitanyapuri	56
Dilsukhnagar.Bus.station	Nalgonda.X.Roads.Bus.Stop	2
Dilsukhnagar.Bus.station	Malakpet	8
Dilsukhnagar.Bus.station	Womens.college.Bus.Stop	2
Dilsukhnagar.Bus.station	Jamia.Osmania.Bus.Stop	1
Dilsukhnagar.Bus.station	ECIL.Bus.Stop	1
Dilsukhnagar.Bus.station	Nampally	2
Dilsukhnagar.Bus.station	Somajiguda	1
Dilsukhnagar.Bus.station	KPHB.Colony.Bus.Stop	1
Dilsukhnagar.Bus.station	Lingampally.Bus.Stop	1
Dilsukhnagar.Bus.station	Tv.Tower	1
Dilsukhnagar.Bus.station	Vivekananda.Nagar(Dilsukh.Nagar)	1
Dilsukhnagar.Bus.station	Mosarambagh.	31
Dilsukhnagar.Bus.station	Sanghi.Nagar	1
Dilsukhnagar.Bus.station	Batasingaram	1
Dilsukhnagar.Bus.station	Patancheru.Bus.Stop	1
Dilsukhnagar.Bus.station	Saheb.Nagar(Vanasthalipuram)	1
Dilsukhnagar.Bus.station	Piglipuram	1
Mosarambagh	Dilsukhnagar.Bus.station	18
Mosarambagh	Malakpet	1
Mosarambagh	Amberpet.Bus.Station	1
Super.Bazar	Mosarambagh	8
Super.Bazar	Lakdikapool.Bus.Stop	1
Super.Bazar	Saleem.Nagar	27
Nalgonda.X.Roads.Bus.Stop	Afzalgunj.Bus.Stop	1
Nalgonda.X.Roads.Bus.Stop	Koti.Bus.Stop	2
Nalgonda.X.Roads.Bus.Stop	MGBS.Bus.Stop	1
Nalgonda.X.Roads.Bus.Stop	Super.Bazar	7
Nalgonda.X.Roads.Bus.Stop	Womens.college.Bus.Stop	1
Nalgonda.X.Roads.Bus.Stop	Victory.Play.ground	1
Nalgonda.X.Roads.Bus.Stop	Hayath.Nagar.Bus.Stop	1
Nalgonda.X.Roads.Bus.Stop	Apollo.Pharmacy(Malakpet)	15
Nalgonda.X.Roads.Bus.Stop	Bibi.Cancer.Hospital	3
Nalgonda.X.Roads.Bus.Stop	Pillaipalli	1
Nalgonda.X.Roads.Bus.Stop	Dayanand.Nagar	12
Malakpet	Super.Bazar	40
Malakpet	Nalgonda.X.Roads.Bus.Stop	73
Malakpet	Assembly	1
Malakpet	I.S.Sadan.Complex	1
Chaderghat.Bus.Stop	MGBS.Bus.Stop	1
Chaderghat.Bus.Stop	Dilsukhnagar.Bus.station	1
Chaderghat.Bus.Stop	Nalgonda.X.Roads.Bus.Stop	71
Chaderghat.Bus.Stop	Malakpet	25
Chaderghat.Bus.Stop	Kachiguda.Bus.Stop	2
Chaderghat.Bus.Stop	Kachiguda.Railway.Station	7
Chaderghat.Bus.Stop	Gandhi.Bhavan.Bus.Stop	1
Chaderghat.Bus.Stop	Ameerpet.Bus.Station	1
Chaderghat.Bus.Stop	Darulshifa	1
Chaderghat.Bus.Stop	Amberpet.Bus.Station	1
Chaderghat.Bus.Stop	TV.Studio	1
Chaderghat.Bus.Stop	Osmanpura.Colony	6
Chaderghat.Bus.Stop	Shankar.Mutt.	3
Chaderghat.Bus.Stop	Golnaka	6
Womens.college.Bus.Stop	Badichowdi	8
Womens.college.Bus.Stop	RTC.Cross.Rd	1
Womens.college.Bus.Stop	Chaderghat.Bus.Stop	41
Womens.college.Bus.Stop	NGOs.Colony.Bus.Stop	2
Womens.college.Bus.Stop	Kachiguda.Bus.Stop	1
Womens.college.Bus.Stop	Shivam	1
Womens.college.Bus.Stop	Shamshabad.Bus.Stop	1
Womens.college.Bus.Stop	Kesav.Giri	6
Womens.college.Bus.Stop	Alkapuri.Bus.Stop	1
Womens.college.Bus.Stop	Vanasthalipuram	4
Womens.college.Bus.Stop	Nadargul	1
Womens.college.Bus.Stop	Upperguda	1
Womens.college.Bus.Stop	Victory.Play.ground	14
Womens.college.Bus.Stop	Osmania.Medical.College	13
Womens.college.Bus.Stop	Geological.Survey.of.India	1
Womens.college.Bus.Stop	Hastinapuram	1
Womens.college.Bus.Stop	RN.Reddy.Colony	2
Womens.college.Bus.Stop	Jamal.Colony	1
Womens.college.Bus.Stop	Batasingaram	2
Womens.college.Bus.Stop	Ibrahimpatnam.Bus.Station	4
Womens.college.Bus.Stop	Ramdaspally	1
Womens.college.Bus.Stop	M.M.kunta	1
Womens.college.Bus.Stop	Patelguda	1
Womens.college.Bus.Stop	Yamjal	1
Womens.college.Bus.Stop	Yacharam(Nagarjuna.Sagar.Road)	1
NGOs.Colony.Bus.Stop	Panama.Godown	5
NGOs.Colony.Bus.Stop	Ganesh.Temple	2
NGOs.Colony.Bus.Stop	vaidehi.Nagar	6
NGOs.Colony.Bus.Stop	KPHB.Colony.MIG	1
Panama.Godown	Chintalakunta	15
Panama.Godown	Sushma.Theater	15
Puranapool.Bus.Stop	Charminar.Bus.Stop	1
Puranapool.Bus.Stop	Madina.Market	1
Puranapool.Bus.Stop	Dhoolpet	13
Puranapool.Bus.Stop	Ranganatha.Nagar	1
Puranapool.Bus.Stop	Sultan.Ali.Bagh	7
Zoo.Park	Afzalgunj.Bus.Stop	1
Zoo.Park	Secunderabad.Junction	2
Zoo.Park	Puranapool.Bus.Stop	1
Zoo.Park	Chintalmet	1
Zoo.Park	East.Bahadurpura	27
Zoo.Park	Uppuguda	1
Zoo.Park	Acharya.N.G.Ranga.Agricultural.University	1
Zoo.Park	Sithamrai	1
Zoo.Park	Gaganpahad	18
Zoo.Park	Aliabad	1
Zoo.Park	Boduppal	1
Zoo.Park	Ramnas.Pura	1
Zoo.Park	Aramghar(Shivarampally)	1
Chintalmet	East.Bahadurpura	4
Budvel	Chintalmet	1
Budvel	Dairy.Form(Rajendra.Nagar)	1
Budvel	NPPTI	4
Rajendra.Nagar.Bus.Depot.Bus.Stop	Secunderabad.Junction	1
Rajendra.Nagar.Bus.Depot.Bus.Stop	Budvel	6
Rajendra.Nagar.Bus.Depot.Bus.Stop	Gaganpahad	1
Rajendra.Nagar.Bus.Depot.Bus.Stop	Katedan.Industrial.Area	1
Rajendra.Nagar.Bus.Depot.Bus.Stop	NAARM	1
Madina.Market	Afzalgunj.Bus.Stop	4
Madina.Market	Osmania.Hospital(OGH)	14
Madina.Market	Charminar.Bus.Stop	19
Madina.Market	Mozamjahi.Market	6
Madina.Market	Darulshifa	4
Madina.Market	Pathar.Gatti	2
Madina.Market	Chatta.Bazaar	1
City.College	Madina.Market	3
East.Bahadurpura	Puranapool.Bus.Stop	10
East.Bahadurpura	Madina.Market	2
East.Bahadurpura	City.College	4
East.Bahadurpura	Dairy.Form(Rajendra.Nagar)	1
East.Bahadurpura	Madhuban.colony	1
East.Bahadurpura	Sivarampalli	3
Dairy.Form(Rajendra.Nagar)	Chintalmet	3
Dairy.Form(Rajendra.Nagar)	Happy.Home	2
NPPTI	Dairy.Form(Rajendra.Nagar)	4
NPPTI	Kishan.Bagh	1
Kishan.Bagh	Rajendra.Nagar.Bus.Depot.Bus.Stop	1
Kharkhana.Bus.Stop	JBS.Bus.Stop	46
Kharkhana.Bus.Stop	Vasavi.Nagar	1
Kharkhana.Bus.Stop	Tirumalgherry.	13
Hanuman.Temple(Tirumulgherry)	Kharkhana.Bus.Stop	6
Hanuman.Temple(Tirumulgherry)	Tirumalgherry.	13
Tirumalgherry	Kharkhana.Bus.Stop	32
Tirumalgherry	Hanuman.Temple(Tirumulgherry)	32
Tirumalgherry	Gunrock	1
Tirumalgherry	RTC.Colony(Subash.nagar)	2
Lal.Bazar.Bus.Stop	Hanuman.Temple(Tirumulgherry)	39
Lal.Bazar.Bus.Stop	Tirumalgherry	6
Lal.Bazar.Bus.Stop	RTC.Colony(Subash.nagar)	1
Lal.Bazar.Bus.Stop	Mess	1
Lothkunta.Bus.Stop	Lal.Bazar.Bus.Stop	37
Lothkunta.Bus.Stop	West.Venkatapuram.Last.Bus.Stop	1
Alwal.Bus.Station	Lothkunta.Bus.Stop	34
Alwal.Bus.Station	Alwal.Police.Station	12
Alwal.Bus.Station	Bolarum.Bus.Station	16
Alwal.Bus.Station	Rythu.Bazar(Alwal)	7
Alwal.Police.Station	Temple.Alwal	12
Temple.Alwal	Old.Alwal(IG.Statue).Bus.Stop	12
Old.Alwal(IG.Statue).Bus.Stop	Secunderabad.Junction	1
Old.Alwal(IG.Statue).Bus.Stop	Dilsukhnagar.Bus.station	1
Old.Alwal(IG.Statue).Bus.Stop	Lakdikapool.Bus.Stop	1
Old.Alwal(IG.Statue).Bus.Stop	Surya.Nagar(Alwal)	2
Old.Alwal(IG.Statue).Bus.Stop	Loyola.Academy	6
Old.Alwal(IG.Statue).Bus.Stop	MG.Nagar	1
Ziaguda	Afzalgunj.Bus.Stop	1
Ziaguda	Secunderabad.Junction	1
Ziaguda	Osmania.Hospital(OGH)	1
Ziaguda	Charminar.Bus.Stop	1
Ziaguda	Puranapool.Bus.Stop	1
